key,value,date
Grand Theft Auto V,0.06,2019-06-02
Grand Theft Auto V,0.07,2019-06-09
Grand Theft Auto V,0.07,2019-06-16
Grand Theft Auto V,0.07,2019-06-23
Grand Theft Auto V,0.07,2019-06-30
Grand Theft Auto V,0.08,2019-07-07
Grand Theft Auto V,0.09,2019-07-14
Grand Theft Auto V,0.15,2019-07-21
Grand Theft Auto V,0.15,2019-07-28
Grand Theft Auto V,0.12,2019-08-04
Grand Theft Auto V,0.12,2019-08-11
Grand Theft Auto V,0.11,2019-08-18
Grand Theft Auto V,0.1,2019-08-25
Grand Theft Auto V,0.1,2019-09-01
Grand Theft Auto V,0.08,2019-09-08
Grand Theft Auto V,0.07,2019-09-15
Grand Theft Auto V,0.07,2019-09-22
Grand Theft Auto V,0.07,2019-09-29
Grand Theft Auto V,0.07,2019-10-06
Grand Theft Auto V,0.07,2019-10-13
Grand Theft Auto V,0.07,2019-10-20
Grand Theft Auto V,0.07,2019-10-27
Grand Theft Auto V,0.07,2019-11-03
Grand Theft Auto V,0.07,2019-11-10
Grand Theft Auto V,0.07,2019-11-17
Grand Theft Auto V,0.07,2019-11-24
Grand Theft Auto V,0.07,2019-12-01
FIFA,0.29,2014-12-14
FIFA,0.4,2014-12-21
FIFA,0.41,2014-12-28
FIFA,0.33,2015-01-04
FIFA,0.48,2015-01-11
FIFA,0.37,2015-01-18
FIFA,0.34,2015-01-25
FIFA,0.35,2015-02-01
FIFA,0.34,2015-02-08
FIFA,0.38,2015-02-15
FIFA,0.27,2015-02-22
FIFA,0.27,2015-03-01
FIFA,0.26,2015-03-08
FIFA,0.19,2015-03-15
FIFA,0.21,2015-03-22
FIFA,0.23,2015-03-29
FIFA,0.21,2015-04-05
FIFA,0.18,2015-04-12
FIFA,0.18,2015-04-19
FIFA,0.18,2015-04-26
FIFA,0.21,2015-05-03
FIFA,0.21,2015-05-10
FIFA,0.24,2015-05-17
FIFA,0.31,2015-05-24
FIFA,0.25,2015-05-31
FIFA,0.22,2015-06-07
FIFA,0.27,2015-06-14
FIFA,0.24,2015-06-21
FIFA,0.22,2015-06-28
FIFA,0.23,2015-07-05
FIFA,0.22,2015-07-12
FIFA,0.21,2015-07-19
FIFA,0.2,2015-07-26
FIFA,0.23,2015-08-02
FIFA,0.23,2015-08-09
FIFA,0.22,2015-08-16
FIFA,0.2,2015-08-23
FIFA,0.3,2015-08-30
FIFA,0.38,2015-09-06
FIFA,0.5,2015-09-13
FIFA,0.8,2015-09-20
FIFA,0.45,2015-09-27
FIFA,0.32,2015-10-04
FIFA,0.26,2015-10-11
FIFA,0.24,2015-10-18
FIFA,0.24,2015-10-25
FIFA,0.2,2015-11-01
FIFA,0.19,2015-11-08
FIFA,0.19,2015-11-15
FIFA,0.22,2015-11-22
FIFA,0.21,2015-11-29
FIFA,0.2,2015-12-06
FIFA,0.22,2015-12-13
FIFA,0.27,2015-12-20
FIFA,0.26,2015-12-27
FIFA,0.22,2016-01-03
FIFA,0.27,2016-01-10
FIFA,0.21,2016-01-17
FIFA,0.19,2016-01-24
FIFA,0.21,2016-01-31
FIFA,0.19,2016-02-07
FIFA,0.21,2016-02-14
FIFA,0.17,2016-02-21
FIFA,0.15,2016-02-28
FIFA,0.15,2016-03-06
FIFA,0.15,2016-03-13
FIFA,0.17,2016-03-20
FIFA,0.18,2016-03-27
FIFA,0.16,2016-04-03
FIFA,0.14,2016-04-10
FIFA,0.14,2016-04-17
FIFA,0.19,2016-04-24
FIFA,0.18,2016-05-01
FIFA,0.16,2016-05-08
FIFA,0.17,2016-05-15
FIFA,0.18,2016-05-22
FIFA,0.19,2016-05-29
FIFA,0.19,2016-06-05
FIFA,0.25,2016-06-12
FIFA,0.17,2016-06-19
FIFA,0.17,2016-06-26
FIFA,0.19,2016-07-03
FIFA,0.17,2016-07-10
FIFA,0.16,2016-07-17
FIFA,0.16,2016-07-24
FIFA,0.15,2016-07-31
FIFA,0.16,2016-08-07
FIFA,0.21,2016-08-14
FIFA,0.2,2016-08-21
FIFA,0.29,2016-08-28
FIFA,0.26,2016-09-04
FIFA,0.4,2016-09-11
FIFA,0.59,2016-09-18
FIFA,0.86,2016-09-25
FIFA,0.49,2016-10-02
FIFA,0.35,2016-10-09
FIFA,0.3,2016-10-16
FIFA,0.26,2016-10-23
FIFA,0.23,2016-10-30
FIFA,0.2,2016-11-06
FIFA,0.2,2016-11-13
FIFA,0.24,2016-11-20
FIFA,0.21,2016-11-27
FIFA,0.19,2016-12-04
FIFA,0.2,2016-12-11
FIFA,0.27,2016-12-18
FIFA,0.28,2016-12-25
FIFA,0.23,2017-01-01
FIFA,0.24,2017-01-08
FIFA,0.22,2017-01-15
FIFA,0.2,2017-01-22
FIFA,0.22,2017-01-29
FIFA,0.21,2017-02-05
FIFA,0.22,2017-02-12
FIFA,0.2,2017-02-19
FIFA,0.16,2017-02-26
FIFA,0.16,2017-03-05
FIFA,0.16,2017-03-12
FIFA,0.16,2017-03-19
FIFA,0.16,2017-03-26
FIFA,0.16,2017-04-02
FIFA,0.18,2017-04-09
FIFA,0.16,2017-04-16
FIFA,0.14,2017-04-23
FIFA,0.14,2017-04-30
FIFA,0.16,2017-05-07
FIFA,0.16,2017-05-14
FIFA,0.15,2017-05-21
FIFA,0.18,2017-05-28
FIFA,0.2,2017-06-04
FIFA,0.18,2017-06-11
FIFA,0.15,2017-06-18
FIFA,0.16,2017-06-25
FIFA,0.15,2017-07-02
FIFA,0.15,2017-07-09
FIFA,0.14,2017-07-16
FIFA,0.14,2017-07-23
FIFA,0.16,2017-07-30
FIFA,0.18,2017-08-06
FIFA,0.16,2017-08-13
FIFA,0.16,2017-08-20
FIFA,0.19,2017-08-27
FIFA,0.26,2017-09-03
FIFA,0.34,2017-09-10
FIFA,0.48,2017-09-17
FIFA,0.77,2017-09-24
FIFA,0.5,2017-10-01
FIFA,0.35,2017-10-08
FIFA,0.31,2017-10-15
FIFA,0.31,2017-10-22
FIFA,0.24,2017-10-29
FIFA,0.21,2017-11-05
FIFA,0.2,2017-11-12
FIFA,0.22,2017-11-19
FIFA,0.19,2017-11-26
FIFA,0.19,2017-12-03
FIFA,0.19,2017-12-10
FIFA,0.22,2017-12-17
FIFA,0.26,2017-12-24
FIFA,0.21,2017-12-31
FIFA,0.21,2018-01-07
FIFA,0.21,2018-01-14
FIFA,0.19,2018-01-21
FIFA,0.18,2018-01-28
FIFA,0.16,2018-02-04
FIFA,0.16,2018-02-11
FIFA,0.15,2018-02-18
FIFA,0.14,2018-02-25
FIFA,0.14,2018-03-04
FIFA,0.13,2018-03-11
FIFA,0.13,2018-03-18
FIFA,0.12,2018-03-25
FIFA,0.12,2018-04-01
FIFA,0.11,2018-04-08
FIFA,0.1,2018-04-15
FIFA,0.12,2018-04-22
FIFA,0.13,2018-04-29
FIFA,0.14,2018-05-06
FIFA,0.13,2018-05-13
FIFA,0.14,2018-05-20
FIFA,0.23,2018-05-27
FIFA,0.16,2018-06-03
FIFA,0.15,2018-06-10
FIFA,0.14,2018-06-17
FIFA,0.13,2018-06-24
FIFA,0.12,2018-07-01
FIFA,0.13,2018-07-08
FIFA,0.14,2018-07-15
FIFA,0.14,2018-07-22
FIFA,0.16,2018-07-29
FIFA,0.19,2018-08-05
FIFA,0.15,2018-08-12
FIFA,0.14,2018-08-19
FIFA,0.16,2018-08-26
FIFA,0.19,2018-09-02
FIFA,0.3,2018-09-09
FIFA,0.47,2018-09-16
FIFA,0.63,2018-09-23
FIFA,0.41,2018-09-30
FIFA,0.3,2018-10-07
FIFA,0.27,2018-10-14
FIFA,0.24,2018-10-21
FIFA,0.21,2018-10-28
FIFA,0.21,2018-11-04
FIFA,0.21,2018-11-11
FIFA,0.24,2018-11-18
FIFA,0.2,2018-11-25
FIFA,0.19,2018-12-02
FIFA,0.2,2018-12-09
FIFA,0.21,2018-12-16
FIFA,0.26,2018-12-23
FIFA,0.22,2018-12-30
FIFA,0.23,2019-01-06
FIFA,0.19,2019-01-13
FIFA,0.2,2019-01-20
FIFA,0.19,2019-01-27
FIFA,0.16,2019-02-03
FIFA,0.18,2019-02-10
FIFA,0.18,2019-02-17
FIFA,0.13,2019-02-24
FIFA,0.13,2019-03-03
FIFA,0.12,2019-03-10
FIFA,0.14,2019-03-17
FIFA,0.13,2019-03-24
FIFA,0.12,2019-03-31
FIFA,0.14,2019-04-07
FIFA,0.14,2019-04-14
FIFA,0.13,2019-04-21
FIFA,0.12,2019-04-28
FIFA,0.15,2019-05-05
FIFA,0.14,2019-05-12
FIFA,0.14,2019-05-19
FIFA,0.14,2019-05-26
FIFA,0.15,2019-06-02
FIFA,0.16,2019-06-09
FIFA,0.13,2019-06-16
FIFA,0.12,2019-06-23
FIFA,0.13,2019-06-30
FIFA,0.12,2019-07-07
FIFA,0.14,2019-07-14
FIFA,0.13,2019-07-21
FIFA,0.16,2019-07-28
FIFA,0.2,2019-08-04
FIFA,0.16,2019-08-11
FIFA,0.14,2019-08-18
FIFA,0.13,2019-08-25
FIFA,0.18,2019-09-01
FIFA,0.3,2019-09-08
FIFA,0.52,2019-09-15
FIFA,0.62,2019-09-22
FIFA,0.43,2019-09-29
FIFA,0.32,2019-10-06
FIFA,0.28,2019-10-13
FIFA,0.25,2019-10-20
FIFA,0.22,2019-10-27
FIFA,0.21,2019-11-03
FIFA,0.19,2019-11-10
FIFA,0.19,2019-11-17
FIFA,0.23,2019-11-24
FIFA,0.18,2019-12-01
Fallout 4,0.01,2014-12-14
Fallout 4,0.01,2014-12-21
Fallout 4,0.01,2014-12-28
Fallout 4,0.01,2015-01-04
Fallout 4,0.01,2015-01-11
Fallout 4,0.01,2015-01-18
Fallout 4,0.01,2015-01-25
Fallout 4,0.01,2015-02-01
Fallout 4,0.01,2015-02-08
Fallout 4,0.01,2015-02-15
Fallout 4,0.01,2015-02-22
Fallout 4,0.01,2015-03-01
Fallout 4,0.01,2015-03-08
Fallout 4,0.01,2015-03-15
Fallout 4,0.01,2015-03-22
Fallout 4,0.01,2015-03-29
Fallout 4,0.01,2015-04-05
Fallout 4,0.01,2015-04-12
Fallout 4,0.01,2015-04-19
Fallout 4,0.01,2015-04-26
Fallout 4,0.01,2015-05-03
Fallout 4,0.01,2015-05-10
Fallout 4,0.01,2015-05-17
Fallout 4,0.01,2015-05-24
Fallout 4,0.16,2015-05-31
Fallout 4,0.04,2015-06-07
Fallout 4,0.13,2015-06-14
Fallout 4,0.05,2015-06-21
Fallout 4,0.04,2015-06-28
Fallout 4,0.03,2015-07-05
Fallout 4,0.02,2015-07-12
Fallout 4,0.03,2015-07-19
Fallout 4,0.02,2015-07-26
Fallout 4,0.03,2015-08-02
Fallout 4,0.03,2015-08-09
Fallout 4,0.03,2015-08-16
Fallout 4,0.02,2015-08-23
Fallout 4,0.03,2015-08-30
Fallout 4,0.03,2015-09-06
Fallout 4,0.03,2015-09-13
Fallout 4,0.03,2015-09-20
Fallout 4,0.03,2015-09-27
Fallout 4,0.04,2015-10-04
Fallout 4,0.05,2015-10-11
Fallout 4,0.07,2015-10-18
Fallout 4,0.1,2015-10-25
Fallout 4,0.23,2015-11-01
Fallout 4,1.0,2015-11-08
Fallout 4,0.82,2015-11-15
Fallout 4,0.57,2015-11-22
Fallout 4,0.43,2015-11-29
Fallout 4,0.37,2015-12-06
Fallout 4,0.3,2015-12-13
Fallout 4,0.32,2015-12-20
Fallout 4,0.41,2015-12-27
Fallout 4,0.29,2016-01-03
Fallout 4,0.23,2016-01-10
Fallout 4,0.21,2016-01-17
Fallout 4,0.19,2016-01-24
Fallout 4,0.17,2016-01-31
Fallout 4,0.16,2016-02-07
Fallout 4,0.17,2016-02-14
Fallout 4,0.14,2016-02-21
Fallout 4,0.13,2016-02-28
Fallout 4,0.12,2016-03-06
Fallout 4,0.12,2016-03-13
Fallout 4,0.16,2016-03-20
Fallout 4,0.15,2016-03-27
Fallout 4,0.14,2016-04-03
Fallout 4,0.12,2016-04-10
Fallout 4,0.1,2016-04-17
Fallout 4,0.1,2016-04-24
Fallout 4,0.1,2016-05-01
Fallout 4,0.09,2016-05-08
Fallout 4,0.13,2016-05-15
Fallout 4,0.13,2016-05-22
Fallout 4,0.16,2016-05-29
Fallout 4,0.11,2016-06-05
Fallout 4,0.11,2016-06-12
Fallout 4,0.11,2016-06-19
Fallout 4,0.1,2016-06-26
Fallout 4,0.1,2016-07-03
Fallout 4,0.08,2016-07-10
Fallout 4,0.08,2016-07-17
Fallout 4,0.09,2016-07-24
Fallout 4,0.09,2016-07-31
Fallout 4,0.08,2016-08-07
Fallout 4,0.07,2016-08-14
Fallout 4,0.08,2016-08-21
Fallout 4,0.1,2016-08-28
Fallout 4,0.1,2016-09-04
Fallout 4,0.08,2016-09-11
Fallout 4,0.07,2016-09-18
Fallout 4,0.07,2016-09-25
Fallout 4,0.06,2016-10-02
Fallout 4,0.05,2016-10-09
Fallout 4,0.06,2016-10-16
Fallout 4,0.06,2016-10-23
Fallout 4,0.05,2016-10-30
Fallout 4,0.05,2016-11-06
Fallout 4,0.06,2016-11-13
Fallout 4,0.05,2016-11-20
Fallout 4,0.06,2016-11-27
Fallout 4,0.05,2016-12-04
Fallout 4,0.05,2016-12-11
Fallout 4,0.06,2016-12-18
Fallout 4,0.07,2016-12-25
Fallout 4,0.06,2017-01-01
Fallout 4,0.05,2017-01-08
Fallout 4,0.05,2017-01-15
Fallout 4,0.05,2017-01-22
Fallout 4,0.05,2017-01-29
Fallout 4,0.05,2017-02-05
Fallout 4,0.05,2017-02-12
Fallout 4,0.05,2017-02-19
Fallout 4,0.04,2017-02-26
Fallout 4,0.04,2017-03-05
Fallout 4,0.04,2017-03-12
Fallout 4,0.04,2017-03-19
Fallout 4,0.04,2017-03-26
Fallout 4,0.04,2017-04-02
Fallout 4,0.05,2017-04-09
Fallout 4,0.05,2017-04-16
Fallout 4,0.04,2017-04-23
Fallout 4,0.04,2017-04-30
Fallout 4,0.04,2017-05-07
Fallout 4,0.04,2017-05-14
Fallout 4,0.05,2017-05-21
Fallout 4,0.06,2017-05-28
Fallout 4,0.04,2017-06-04
Fallout 4,0.05,2017-06-11
Fallout 4,0.04,2017-06-18
Fallout 4,0.05,2017-06-25
Fallout 4,0.05,2017-07-02
Fallout 4,0.05,2017-07-09
Fallout 4,0.04,2017-07-16
Fallout 4,0.05,2017-07-23
Fallout 4,0.05,2017-07-30
Fallout 4,0.04,2017-08-06
Fallout 4,0.05,2017-08-13
Fallout 4,0.04,2017-08-20
Fallout 4,0.05,2017-08-27
Fallout 4,0.05,2017-09-03
Fallout 4,0.04,2017-09-10
Fallout 4,0.04,2017-09-17
Fallout 4,0.04,2017-09-24
Fallout 4,0.04,2017-10-01
Fallout 4,0.04,2017-10-08
Fallout 4,0.04,2017-10-15
Fallout 4,0.05,2017-10-22
Fallout 4,0.04,2017-10-29
Fallout 4,0.04,2017-11-05
Fallout 4,0.04,2017-11-12
Fallout 4,0.04,2017-11-19
Fallout 4,0.04,2017-11-26
Fallout 4,0.04,2017-12-03
Fallout 4,0.04,2017-12-10
Fallout 4,0.05,2017-12-17
Fallout 4,0.05,2017-12-24
Fallout 4,0.05,2017-12-31
Fallout 4,0.04,2018-01-07
Fallout 4,0.04,2018-01-14
Fallout 4,0.04,2018-01-21
Fallout 4,0.04,2018-01-28
Fallout 4,0.04,2018-02-04
Fallout 4,0.04,2018-02-11
Fallout 4,0.04,2018-02-18
Fallout 4,0.04,2018-02-25
Fallout 4,0.04,2018-03-04
Fallout 4,0.03,2018-03-11
Fallout 4,0.04,2018-03-18
Fallout 4,0.04,2018-03-25
Fallout 4,0.04,2018-04-01
Fallout 4,0.03,2018-04-08
Fallout 4,0.03,2018-04-15
Fallout 4,0.03,2018-04-22
Fallout 4,0.03,2018-04-29
Fallout 4,0.03,2018-05-06
Fallout 4,0.03,2018-05-13
Fallout 4,0.03,2018-05-20
Fallout 4,0.05,2018-05-27
Fallout 4,0.05,2018-06-03
Fallout 4,0.07,2018-06-10
Fallout 4,0.07,2018-06-17
Fallout 4,0.06,2018-06-24
Fallout 4,0.05,2018-07-01
Fallout 4,0.05,2018-07-08
Fallout 4,0.05,2018-07-15
Fallout 4,0.04,2018-07-22
Fallout 4,0.04,2018-07-29
Fallout 4,0.04,2018-08-05
Fallout 4,0.04,2018-08-12
Fallout 4,0.04,2018-08-19
Fallout 4,0.04,2018-08-26
Fallout 4,0.03,2018-09-02
Fallout 4,0.03,2018-09-09
Fallout 4,0.03,2018-09-16
Fallout 4,0.03,2018-09-23
Fallout 4,0.03,2018-09-30
Fallout 4,0.03,2018-10-07
Fallout 4,0.04,2018-10-14
Fallout 4,0.03,2018-10-21
Fallout 4,0.03,2018-10-28
Fallout 4,0.03,2018-11-04
Fallout 4,0.03,2018-11-11
Fallout 4,0.03,2018-11-18
Fallout 4,0.03,2018-11-25
Fallout 4,0.03,2018-12-02
Fallout 4,0.02,2018-12-09
Fallout 4,0.03,2018-12-16
Fallout 4,0.03,2018-12-23
Fallout 4,0.02,2018-12-30
Fallout 4,0.02,2019-01-06
Fallout 4,0.02,2019-01-13
Fallout 4,0.02,2019-01-20
Fallout 4,0.02,2019-01-27
Fallout 4,0.02,2019-02-03
Fallout 4,0.02,2019-02-10
Fallout 4,0.02,2019-02-17
Fallout 4,0.02,2019-02-24
Fallout 4,0.02,2019-03-03
Fallout 4,0.02,2019-03-10
Fallout 4,0.02,2019-03-17
Fallout 4,0.02,2019-03-24
Fallout 4,0.02,2019-03-31
Fallout 4,0.02,2019-04-07
Fallout 4,0.02,2019-04-14
Fallout 4,0.02,2019-04-21
Fallout 4,0.02,2019-04-28
Fallout 4,0.02,2019-05-05
Fallout 4,0.02,2019-05-12
Fallout 4,0.02,2019-05-19
Fallout 4,0.02,2019-05-26
Fallout 4,0.02,2019-06-02
Fallout 4,0.02,2019-06-09
Fallout 4,0.02,2019-06-16
Fallout 4,0.02,2019-06-23
Fallout 4,0.02,2019-06-30
Fallout 4,0.02,2019-07-07
Fallout 4,0.02,2019-07-14
Fallout 4,0.02,2019-07-21
Fallout 4,0.02,2019-07-28
Fallout 4,0.02,2019-08-04
Fallout 4,0.02,2019-08-11
Fallout 4,0.02,2019-08-18
Fallout 4,0.02,2019-08-25
Fallout 4,0.02,2019-09-01
Fallout 4,0.02,2019-09-08
Fallout 4,0.02,2019-09-15
Fallout 4,0.02,2019-09-22
Fallout 4,0.02,2019-09-29
Fallout 4,0.02,2019-10-06
Fallout 4,0.02,2019-10-13
Fallout 4,0.02,2019-10-20
Fallout 4,0.02,2019-10-27
Fallout 4,0.02,2019-11-03
Fallout 4,0.02,2019-11-10
Fallout 4,0.02,2019-11-17
Fallout 4,0.02,2019-11-24
Fallout 4,0.02,2019-12-01
